dx_pixels,dy_pixels,magnitude_pixels
0.26025390625,-0.2791748046875,0.3816682686452825
0.16119384765625,-0.1500244140625,0.220206224564663
0.113037109375,-0.06396484375,0.12988028846525415
0.0382080078125,-0.078369140625,0.08718700627559756
-0.0302734375,-0.0220947265625,0.03747876678785002
-0.009765625,-0.0181884765625,0.02064432394885424
-0.05914306640625,-0.056488037109375,0.081785088129831
-0.060791015625,-0.042022705078125,0.07390165981087345
-0.12054443359375,-0.028350830078125,0.12383347704298996
-0.087646484375,0.018829345703125,0.0896462519177735
-0.05712890625,0.006988525390625,0.0575547688420056
-0.0538330078125,0.0546112060546875,0.07668361335310317
-0.03564453125,0.06768798828125,0.07649964944752927
-0.027587890625,0.0240478515625,0.03659768946134437
-0.09674072265625,-0.07003021240234375,0.11942779437455446
0.17889404296875,-0.20025634765625,0.26852501445177474
0.06884765625,-0.039794921875,0.07952129009363164
0.02874755859375,-0.07159423828125,0.07715022410967769
0.01812744140625,-0.05126953125,0.05437985809591409
-2.37066650390625,-0.44451904296875,2.411981934489754
-0.06640625,-0.02044677734375,0.06948280897320853
-0.0728759765625,0.00164794921875,0.07289460677283079
-0.084716796875,0.008575439453125,0.08514971423659755
-0.0958251953125,0.011810302734375,0.09655025275656381
-0.12060546875,-0.027069091796875,0.12360588506667015
-0.08355712890625,-0.033233642578125,0.08992368314335353
-0.02935791015625,0.0225067138671875,0.036992418923907866
-0.01904296875,0.0691986083984375,0.07177103916687971
0.00323486328125,0.0659942626953125,0.06607349732794757
-0.03204345703125,-0.0255584716796875,0.0409880301199625
0.09246826171875,-0.138916015625,0.1668773166802861
0.0443115234375,-0.06585693359375,0.07937661375823303
0.00103759765625,-0.060546875,0.06055576505306395
0.007080078125,-0.05242919921875,0.05290508895158838
0.00244140625,-0.00445556640625,0.005080603948158388
-0.0389404296875,0.0386962890625,0.05489772173283413
-0.07000732421875,0.03955078125,0.08040702545023372
-0.07220458984375,0.01617431640625,0.0739939950652325
-0.0830078125,0.003387451171875,0.0830769026954965
-0.1256103515625,-0.006683349609375,0.12578802638429454
-0.1007080078125,-0.0247802734375,0.10371193175907885
-0.0850830078125,-0.0354766845703125,0.09218304272762635
-0.06231689453125,0.0343780517578125,0.07117054016010958
-0.03436279296875,0.0673675537109375,0.07562531873393476
-0.01507568359375,0.0095977783203125,0.017871585953818523
0.0345458984375,-0.03656005859375,0.05029967180044516
0.0384521484375,-0.05859375,0.07008420120485097
0.05316162109375,-0.05401611328125,0.07578851134128627
0.01837158203125,-0.02813720703125,0.03360383082105926
0.0406494140625,0.031494140625,0.05142232742040998
-0.0279541015625,0.024658203125,0.03727544467233523
-0.26177978515625,0.107666015625,0.28305587228852036
-0.01275634765625,0.06561279296875,0.06684132708652009
0.000244140625,0.021240234375,0.02124163743569942
-0.07452392578125,-0.00592041015625,0.07475872370678546
-0.09912109375,0.02459716796875,0.10212742970563388
-0.11578369140625,-0.037017822265625,0.12155732129718527
-0.06842041015625,0.029571533203125,0.07453742752425122
0.00360107421875,0.0849456787109375,0.08502197402548806
0.01007080078125,0.00750732421875,0.012561088539655148
0.05084228515625,-0.0816650390625,0.0961983189301616
0.0963134765625,-0.04034423828125,0.10442194850724398
0.02154541015625,-0.0478515625,0.052478345367326956
0.048583984375,0.0020751953125,0.0486282836766348
0.05023193359375,0.03082275390625,0.0589346189512765
0.02301025390625,0.041748046875,0.04766939482212136
0.02423095703125,0.06939697265625,0.0735056398686699
-0.00860595703125,0.096649169921875,0.09703156467362148
-0.059814453125,0.05731201171875,0.0828398182632782
-0.04681396484375,0.06256103515625,0.0781372537539771
-0.06097412109375,0.039093017578125,0.07243001771723433
-0.07269287109375,-0.05438232421875,0.09078375788259592
-0.0760498046875,-0.005096435546875,0.07622038079339638
-0.01123046875,0.0697021484375,0.07060108303098481
-0.00531005859375,0.05809783935546875,0.05834000051459472
0.0496826171875,-0.1103515625,0.1210199561923201
1.215576171875,-2.07659912109375,2.4062188884965585
0.0430908203125,0.0111083984375,0.044499610234814586
0.02984619140625,-0.0059814453125,0.030439658826684302
0.00994873046875,0.061279296875,0.062081635476477416
-0.00115966796875,0.04132080078125,0.041337070614661305
-0.04803466796875,0.088897705078125,0.10104519431930124
0.01141357421875,0.106231689453125,0.10684306959514081
-0.04132080078125,0.09112548828125,0.10005630010998799
-0.03326416015625,0.109893798828125,0.11481790527516629
-0.05218505859375,0.024871826171875,0.057809065703893596
-0.0447998046875,-0.00140380859375,0.0448217935674827
-0.0340576171875,0.0050811767578125,0.03443457050312127
-0.0718994140625,0.0710296630859375,0.1010679908805583
0.01123046875,0.09752655029296875,0.09817103157445016
0.0579833984375,-0.11456298828125,0.12840075069208787
0.03009033203125,-0.0228271484375,0.037769124791799565
0.013916015625,-0.026123046875,0.02959846396198106
-0.01507568359375,0.0244140625,0.02869360004552878
0.0020751953125,0.05035400390625,0.05039674736503996
0.010986328125,0.05914306640625,0.06015481451724594
-0.0325927734375,0.098480224609375,0.1037335216767519
-0.03741455078125,0.10089111328125,0.1076051362588829
-0.035888671875,0.10888671875,0.11464865585384339
-0.01422119140625,0.114013671875,0.1148971699365714
-0.00897216796875,0.048583984375,0.049405499044233
-0.02630615234375,0.021148681640625,0.03375322779037721
-0.039306640625,-0.016571044921875,0.042656904798938466
-0.0338134765625,0.0222320556640625,0.040467462192392424
-0.04144287109375,0.0570831298828125,0.07054073491048432
0.00140380859375,-0.104736328125,0.10474573551069061
0.02850341796875,-0.019775390625,0.034691654764115794
-0.0015869140625,-0.00848388671875,0.008631027175159565
-0.03265380859375,0.0091552734375,0.03391298051473292
-0.04833984375,0.05474853515625,0.07303521476335616
-0.04443359375,0.05810546875,0.07314772554356878
-0.05157470703125,0.0672607421875,0.08475823172396066
-0.08837890625,0.085357666015625,0.12286888221832765
-0.04864501953125,0.0655517578125,0.08162947309338918
-0.0147705078125,0.07879638671875,0.08016881227116893
-0.02130126953125,0.062225341796875,0.06577033712381956
-0.01239013671875,0.0289306640625,0.03147219107412997
-0.04913330078125,-0.0232086181640625,0.05433894738349312
-0.024169921875,-0.029052734375,0.037792148630474955
-0.01068115234375,0.056976318359375,0.057968852577735645
0.0162353515625,-0.01849365234375,0.02460897838938994
0.01165771484375,-0.07281494140625,0.07374224031973677
-0.00567626953125,-0.01800537109375,0.018878914799718895
-0.0230712890625,0.02154541015625,0.031567215236800235
-0.0428466796875,0.05938720703125,0.0732303101127926
-0.01763916015625,0.0511474609375,0.05410362955819994
-0.01324462890625,0.068878173828125,0.07014002441375164
0.01287841796875,0.060394287109375,0.06175211384906141
-0.0513916015625,0.049957275390625,0.07167165461752295
-0.0367431640625,0.042938232421875,0.05651328966569499
0.2147216796875,-0.278045654296875,0.3513044058949427
-0.017578125,0.0288848876953125,0.03381312194528095
-0.0054931640625,-0.01446533203125,0.015473224686271726
-0.00433349609375,-0.0130462646484375,0.013747152784181042
0.01776123046875,0.035614013671875,0.03979722700873206
0.0177001953125,-0.0218505859375,0.028120188831384466
0.0098876953125,-0.07440185546875,0.07505599653449149
-0.010009765625,0.0029296875,0.010429692071920814
-0.03515625,0.00335693359375,0.0353161566031094
-0.0032958984375,0.0418701171875,0.041999638805652814
-0.0321044921875,0.04296875,0.053637784212062195
-0.042236328125,0.07244873046875,0.08386134961957296
0.007568359375,0.05169677734375,0.05224784063823512
-0.0362548828125,0.061279296875,0.07120090416028783
-0.0443115234375,0.026214599609375,0.05148510796368165
-0.0281982421875,0.05340576171875,0.06039301488769051
0.0389404296875,-0.017120361328125,0.042537793034579136
0.056884765625,-0.0269317626953125,0.06293803621092581
0.0352783203125,0.0245208740234375,0.04296316034633209
0.061767578125,0.07642364501953125,0.09826396707592923
0.031005859375,-0.0235595703125,0.03894119501109213
-0.015380859375,-0.04327392578125,0.0459260654490961
-0.0111083984375,-0.0166015625,0.01997519444930784
-0.0118408203125,0.0181884765625,0.021703126625846433
-0.041259765625,0.0079345703125,0.042015778767909774
-0.0269775390625,0.0477294921875,0.05482601607216538
-0.06640625,0.066680908203125,0.09410703245696404
-0.03271484375,0.05560302734375,0.06451323624944516
-0.038818359375,0.0435791015625,0.058360972554964675
-0.0306396484375,0.03955078125,0.050030514227408736
-0.010009765625,0.04913330078125,0.050142563292358854
0.0062255859375,0.0028839111328125,0.00686111242344546
0.0062255859375,-0.0462799072265625,0.04669676362623463
0.0137939453125,-0.00543212890625,0.014825011019839329
-0.008056640625,0.06575775146484375,0.06624946291006864
0.0621337890625,-0.02716064453125,0.06781082770926901
0.0244140625,-0.00799560546875,0.025690001062004867
0.027587890625,-0.00616455078125,0.028268240049065186
-0.0074462890625,-0.015625,0.017308606119566854
-0.0340576171875,0.00665283203125,0.034701317878811484
-0.07373046875,0.02972412109375,0.07949657474942326
-0.0750732421875,0.054931640625,0.09302406588779691
-0.0303955078125,0.031097412109375,0.043484893182346114
-0.019287109375,0.037322998046875,0.04201188845136872
-0.01416015625,0.0220947265625,0.026242846013648312
0.0379638671875,-0.004913330078125,0.03828049143214788
0.040283203125,-0.0172576904296875,0.04382424366691269
0.060791015625,-0.03985595703125,0.07269143616407535
0.0498046875,0.043182373046875,0.06591831489754674
0.0020751953125,0.110626220703125,0.11064568289202044
0.144287109375,-0.0361328125,0.1487425630778002
0.0919189453125,-0.02374267578125,0.09493580547199208
0.0704345703125,-0.01910400390625,0.07297939202512256
0.0184326171875,0.00933837890625,0.02066317248095305
-0.00146484375,0.00823974609375,0.008368941563984208
-0.0037841796875,0.023193359375,0.023500041170287086
-0.008544921875,0.023590087890625,0.025089996742472205
0.0062255859375,0.031829833984375,0.032432950093046906
-0.00830078125,0.005767822265625,0.010107954444307269
0.0322265625,0.01318359375,0.034818938449232555
0.0382080078125,-0.051727294921875,0.06430835793996528
0.0657958984375,-0.0622711181640625,0.09059134842025728
0.0665283203125,-0.0196990966796875,0.0693835125487192
0.0389404296875,0.0994110107421875,0.10676565983981202
-0.011474609375,0.0736846923828125,0.07457278693906072
0.111083984375,-0.03680419921875,0.1170222229525601
0.1162109375,-0.0068359375,0.11641182086082501
0.0986328125,0.0211181640625,0.10086827328268698
0.0596923828125,-0.00152587890625,0.059711882169887966
0.0552978515625,0.02935791015625,0.06260782120606602
0.0545654296875,0.00714111328125,0.055030733375788767
0.03125,0.028900146484375,0.042565020460682654
0.0716552734375,-0.006927490234375,0.07198936263331031
0.0526123046875,-0.0306396484375,0.060883845648118606
0.0732421875,-0.010009765625,0.07392302373180218
0.1021728515625,-0.073577880859375,0.12590868178234987
0.0838623046875,-0.02423095703125,0.08729275700852487
-0.000244140625,-0.024627685546875,0.02462889563176821
0.004150390625,0.0259246826171875,0.026254807391066337
0.25439453125,0.5178298950195312,0.5769439987605781
0.1256103515625,-0.072509765625,0.14503663858021282
0.1419677734375,-0.011962890625,0.14247090737026646
0.115966796875,0.03936767578125,0.12246677865390732
0.1287841796875,-0.0009765625,0.12878788224091076
0.1328125,0.01605224609375,0.133779052025735
0.113525390625,-0.03289794921875,0.11819597869368607
0.157958984375,-0.003173828125,0.1579908666023088
0.141845703125,0.003265380859375,0.14188328374823586
0.114013671875,-0.025177001953125,0.11676043337435771
0.407958984375,0.499969482421875,0.6452906448147835
0.110595703125,-0.037933349609375,0.11692026583231926
0.0457763671875,0.006866455078125,0.046288486670280495
0.0045166015625,0.02618408203125,0.026570770434701487
-0.006591796875,0.0558929443359375,0.05628030750254895
-0.0435791015625,0.0808868408203125,0.09187937260824794
0.0576171875,-0.0755615234375,0.0950225453227076
0.063720703125,-0.0142822265625,0.06530168452901476
0.056640625,-0.0916748046875,0.10776098651590889
0.002685546875,-0.021240234375,0.021409337176165773
0.008544921875,-0.06939697265625,0.06992106623688002
0.002197265625,-0.0499267578125,0.04997508501138179
0.0191650390625,-0.079345703125,0.08162744224014241
0.02178955078125,-0.0657958984375,0.06931006257713584
0.0557861328125,-0.03350830078125,0.06507610033968392
0.0677490234375,-0.0775146484375,0.1029487780360901
0.05706787109375,-0.03668212890625,0.06784040457034148
0.00567626953125,-0.0362548828125,0.036696547024747506
0.04132080078125,-0.11199951171875,0.11937880549931035
0.01861572265625,-0.04931640625,0.05271293062835208
0.0093994140625,-0.18048095703125,0.180725551142151
0.10400390625,-0.0740966796875,0.12769937531550718
0.0633544921875,-0.09930419921875,0.11779268085417356
0.047607421875,-0.093505859375,0.1049276529568898
0.014892578125,-0.099609375,0.10071651538402157
0.0035400390625,-0.12481689453125,0.1248670854828814
0.0025634765625,-0.096435546875,0.09646961238217354
0.04510498046875,-0.08868408203125,0.09949535501123556
0.0198974609375,-0.065185546875,0.06815470983836819
0.06243896484375,-0.0435791015625,0.07614303923375884
0.076416015625,-0.054443359375,0.09382689819042109
0.054931640625,-0.0633544921875,0.08385270909213458
0.01861572265625,-0.08123779296875,0.08334341087601291
0.0303955078125,-0.06231689453125,0.06933456741913578
0.01226806640625,-0.0400390625,0.04187638928115778
-0.012939453125,-0.123291015625,0.12396815712519915
0.01953125,-0.03082275390625,0.03648988743375005
0.02734375,-0.02130126953125,0.034661574512786626
0.0330810546875,-0.04925537109375,0.05933336128031505
0.011474609375,-0.078857421875,0.07968788894857591
-0.0321044921875,-0.06512451171875,0.07260785388112538
0.0174560546875,-0.0299072265625,0.03462883258086672
0.0511474609375,-0.02838134765625,0.05849413351044715
-0.007568359375,-0.025634765625,0.026728660128742556
0.03314208984375,-0.01092529296875,0.03489642024139747
0.0655517578125,-0.02532958984375,0.0702753233643308
0.04437255859375,-0.06524658203125,0.07890526232715035
0.05108642578125,-0.094970703125,0.10783903445024
-0.003662109375,-0.0618896484375,0.061997900196634155
-0.0401611328125,-0.06109619140625,0.07311402870265322
-0.0682373046875,-0.0560302734375,0.08829338192920083
0.1026611328125,-0.0223388671875,0.10506347213740144
0.0546875,-0.0306396484375,0.06268580949962756
-0.01611328125,-0.0157470703125,0.02253015881143363
-0.0450439453125,-0.02618408203125,0.05210146985579889
